,Alcohol,Appellation,Category,Points,Price,Review,Wine,Winery,Year,Variety,State
2374,14.2,"Russian River Valley, Sonoma, California, US",White,87,24.0,"Fleshy and gravelly, this white is blended with 14% Sémillon. It leans into a sweetness of stone fruit and vanilla, with a lasting lushness on the finish.",Roth 2017 Estate Sauvignon Blanc (Russian River Valley),Roth,2017.0,Sauvignon Blanc,California
2375,14.4,"Yakima Valley, Columbia Valley, Washington, US",Red,87,35.0,"Coming from one of the state's premier vineyards, this wine is 100% varietal and saw just a kiss (10%) of new oak. Aromas of green herb, tobacco, anise, flower and blackberry lead to pure supple sweet fruit flavors. It's an intriguing offering of the variety, almost completely unadulterated by new oak.",Savage Grace 2015 Red Willow Vineyard Cabernet Sauvignon (Yakima Valley),Savage Grace,2015.0,Cabernet Sauvignon,Washington
2376,14.5,"Columbia Valley (WA), Columbia Valley, Washington, US",Red,87,18.0,"Aromas of blueberry, herb and spice are followed by lighter-styled fruit flavors. It's enjoyable but the concentration is quite light.",Saviah 2016 The Jack Cabernet Sauvignon (Columbia Valley (WA)),Saviah,2016.0,Cabernet Sauvignon,Washington
2377,13.5,"Dundee Hills, Willamette Valley, Oregon, US",Rose,87,32.0,"This has kind of a crunchy mouthfeel, meaning the strawberry and peach flavors come with a hard edge. The wine is peppered with herbs and finishes with a taste of grapefruit.",The Four Graces 2017 Rosé of Pinot Noir (Dundee Hills),The Four Graces,2017.0,Pinot Noir,Oregon
2378,12.5,"Willamette Valley, Willamette Valley, Oregon, US",White,87,15.0,"There's a definitely grassy note in both scent and flavor, very Sauvignon Blanc-like. Fruit flavors hint at sweet fresh pear, with notes of lemongrass. Though a little off-center for the variety, it's balanced and refreshing.",The Great Oregon Wine Company 2017 Rose City Pinot Gris (Willamette Valley),The Great Oregon Wine Company,2017.0,Pinot Gris,Oregon
2379,14.4,"Columbia Valley (WA), Columbia Valley, Washington, US",Red,87,39.0,"Bacchus Vineyard is home to some of the state's oldest Cabernet vines. There's no mistaking the variety, with its aromas of fresh herb, black currant, blackberry and barrel spice. The palate is lighter on fruit yet heavy in structure, with the tannins giving a firm grip.",Three Rivers 2014 Bacchus Vineyard Cabernet Sauvignon (Columbia Valley (WA)),Three Rivers,2014.0,Cabernet Sauvignon,Washington
2380,14.2,"Chehalem Mountains, Willamette Valley, Oregon, US",Red,87,60.0,"It gets off to a good start with solid black-cherry fruit. Some lighter cola and coffee flavors streak through, then the wine quickly turns a bit green and stemmy as the finish tails off.",Torii Mor 2015 La Colina Vineyard Pinot Noir (Chehalem Mountains),Torii Mor,2015.0,Pinot Noir,Oregon
2381,14.5,"Columbia Valley (WA), Columbia Valley, Washington, US",Red,87,30.0,"The aromas are bright, with notes of cherry, plum, vanilla and baking spice. The fruit flavors are plump, with plenty of barrel accents. The tannins come off as quite dry, leading to a sweet vanilla-filled finish. The oak is at the fore.",Chateau Ste. Michelle 2015 Cold Creek Vineyard Cabernet Sauvignon (Columbia Valley (WA)),Chateau Ste. Michelle,2015.0,Cabernet Sauvignon,Washington
2382,13.8,Chime,White,87,12.0,"A little restraint adds interest to this value-priced wine. Subdued in flavor but with good balance and a refreshing mouthfeel, this dry wine gets the job done without overt oak or a cloying texture.",Chime 2016 Chardonnay (California),Chime,2016.0,Chardonnay,
2383,14.9,"Red Mountain, Columbia Valley, Washington, US",Red,87,95.0,"A unique blend of Cabernet Sauvignon (63%) and the seldom seen in the state Carmenère, the aromas are downright fruity, with notes of black currant, berry, red apple and herb. The flavors are sweet and ripe but maintain a sense of balance, though they seem a bit bunched up.",Col Solare 2015 Collector's Society Red (Red Mountain),Col Solare,2015.0,Red Blend,Washington
2384,15.0,"Red Mountain, Columbia Valley, Washington, US",Red,87,85.0,"Herb, flower, char, blue-fruit, tar and cedar aromas are followed by full-bodied fruit flavors. It trails on the blue-fruit-filled finish. It seems quite light and linear right now.",Col Solare 2015 Component Collection Estate Vineyard Syrah (Red Mountain),Col Solare,2015.0,Syrah,Washington
2385,13.7,CrossKeys,Red,87,30.0,"Aromas of roses and cooked black plum are enticing on the nose. The palate is concentrated in feel, with deep flavors of prune and tar. Smooth, prominent tannins are met with lively acidity and give this wine a silky finish.",CrossKeys 2016 Cabernet Sauvignon (Virginia),CrossKeys,2016.0,Cabernet Sauvignon,
2386,12.5,"Oregon, Oregon Other, Oregon, US",Rose,87,14.0,"Light in color and body, this rosé is produced in larger quantities than most in the state. It offers tart juicy flavors that hint at peach and nectarine more than any red fruits. It is fine for chilling and chugging in hot weather.",Erath 2017 Rosé of Pinot Noir (Oregon),Erath,2017.0,Pinot Noir,Oregon
2387,13.0,Flying Fox,White,87,18.0,"Aromas of pear drop, limestone and ginger spice are medium in intensity. The palate follows suit, with a bit of grassiness coming through. It's fresh and vibrant in feel, with a creamy touch.",Flying Fox 2017 Viognier (Shenandoah Valley),Flying Fox,2017.0,Viognier,
2388,13.5,Guzzo,Red,87,28.0,"Quite light fruit flavors suggest that these grapes were from young vines. That said, there are pretty strawberry flavors up front, though the wine quickly tails off and disappears. It doesn't have the muscle of most Cabs, but it's fine for a light sipping red.",Guzzo 2016 Cabernet Sauvignon (Rogue Valley),Guzzo,2016.0,Cabernet Sauvignon,
2389,14.2,J Wilkes,White,87,22.0,"Dried lemon peels, key lime, white peach and strong wood aromas show on the nose of this bottling. It's tangy and very flavorful on the palate with sharp lemon and grapefruit elements.",J Wilkes 2016 Chardonnay (Santa Maria Valley),J Wilkes,2016.0,Chardonnay,
2390,13.9,J Wilkes,Red,87,30.0,"Wet slate, earth, smoke, dark red fruit and a hint of roasted pork show on the nose of this bottling. Tangy red-currant flavors meet with thyme and more savory meat qualities on the palate.",J Wilkes 2016 Pinot Noir (Santa Maria Valley),J Wilkes,2016.0,Pinot Noir,
2391,13.4,"Yamhill-Carlton, Willamette Valley, Oregon, US",Rose,87,22.0,"This pretty wine is a bright sunset-rose shade, with pleasing flavors of watermelon, strawberry and nectarine. It's fresh and forward, though the finish turns astringent, wrapped in flavors of dry tea leaves.",Kramer 2017 Rosé of Pinot Noir (Yamhill-Carlton),Kramer,2017.0,Pinot Noir,Oregon
2392,13.1,Kudos,White,87,16.0,"This is smooth and open, affordable and quickly accessible. The loose-knit fruit flavors bring apple and pear, along with a light dusting of cocoa. Drink now through 2020.",Kudos 2016 Pinot Gris (Willamette Valley),Kudos,2016.0,Pinot Gris,
2393,14.2,"McMinnville, Willamette Valley, Oregon, US",Red,87,30.0,"Sourced from a much-admired vineyard, this rather hot wine offers steely black fruits wrapped in flavors of roasted earth and coffee. The intent may have been to offer more ripeness and more barrel toast, but overall the wine loses focus and feels off balance.",Kudos 2016 Single Vineyard Series Hyland Vineyard Pinot Noir (McMinnville),Kudos,2016.0,Pinot Noir,Oregon
2394,13.3,"Columbia Valley (WA), Columbia Valley, Washington, US",Rose,87,22.0,"This wine is all Grenache from Lawrence Estate Vineyards. Aromas of rubber band, herb and cherry are followed by dry lighter-styled fruit flavors.",Gård 2017 Grand Klasse Reserve Rosé (Columbia Valley (WA)),Gård,2017.0,Rosé,Washington
2395,12.0,Horton,White,87,20.0,"While pale in color—it's almost clear—the aromas are unexpectedly concentrated. Charred grapefruit, linalool and gunpowder aromas carry to the palate and meld with additional tones of fresh green pepper and flint. Ample acidity leads to a long finish.",Horton 2017 Rkatsiteli (Virginia),Horton,2017.0,Rkatsiteli,
2396,14.1,"Columbia Valley (WA), Columbia Valley, Washington, US",Rose,87,20.0,"Pale pink-orange, the aromas jump up, with notes of watermelon Jolly Rancher and cherry. The palate is light on its feet, with a spritzy feel. It still needs some time still to settle into the bottle.",Julia's Dazzle 2017 Pinot Gris Rosé (Columbia Valley (WA)),Julia's Dazzle,2017.0,Rosé,Washington
2397,13.5,"Virginia, Virginia, US",White,87,22.0,"This carries aromas of lemon-lime, ripe yellow apple, apricot and lees. The flavors echo the nose, with a hint of button mushroom. Warm in feel with ample body, the finish is long and full.",Barboursville Vineyards 2016 Reserve Viognier (Virginia),Barboursville Vineyards,2016.0,Viognier,
2398,14.6,"Columbia Valley (WA), Columbia Valley, Washington, US",Red,87,24.0,"Blueberry, blackberry, herb and tar aromas lead to lighter-styled fruit flavors. There's a sizable dip in the middle but what's there is pleasant.",Beast 2015 Wildebeest Red (Columbia Valley (WA)),Beast,2015.0,Red Blend,Washington
2399,14.8,"Los Olivos District, Central Coast, California, US",Red,87,43.75,"Dried strawberry, roasted meat and leather aromas show on the nose of this bottling. The palate offers tangy plum-skin flavors with a touch of dried earth.",Bellante 2016 Camp 4 Vineyard Mourvèdre (Los Olivos District),Bellante,2016.0,Mourvèdre,California
2400,14.0,"Arroyo Seco, Central Coast, California, US",Rose,87,22.0,"A rather dark shade of mauve-pink in the glass, this rosé is quite ripe with aromas of dark plum, rose petal and crushed slate. The palate is quite grippy with somewhat clunky tannins and is full bodied in style, showing strong flavors of dark red fruit, vanilla and baking spice.",Blair 2016 Rosé of Pinot Noir (Arroyo Seco),Blair,2016.0,Pinot Noir,California
2401,13.0,CrossKeys,Red,87,27.0,"This wines offers tones of blueberry pie, black currant leaf and plum on the nose and palate, with a hint of oak spice coming through. The finish is long and jammy.",CrossKeys 2015 Petit Verdot (Virginia),CrossKeys,2015.0,Petit Verdot,
2402,13.5,Duckhorn,White,87,30.0,"Blended with 18% Sémillon, this is a lush wine richly discreet in guava, melon and fig, with moderate acidity holding it together with grace and concentration. A note of oak boosts the tropical profile.",Duckhorn 2017 Sauvignon Blanc (Napa Valley),Duckhorn,2017.0,Sauvignon Blanc,
2403,14.0,Paris Valley Road,White,87,18.0,"Butter, butterscotch and baking spice aromas explode from the glass and lead to extremely rich, butter and caramel flavors in this unapologetic full-bodied wine. It has a soft creamy texture that coats the palate and little acidity to counter it.",Paris Valley Road 2017 Chardonnay (California),Paris Valley Road,2017.0,Chardonnay,
2404,14.2,"Paso Robles, Central Coast, California, US",Red,87,15.0,"Thyme, pepper, asphalt and sweet cherry-liqueur aromas show on the nose of this blend of 37% Petite Sirah, 34% Grenache, 20% Syrah and 9% Viognier. Ripe mulberry and dark plummy flavors meet with purple flowers on the candied palate.",Pull 2013 CdR Red (Paso Robles),Pull,2013.0,Rhône-style Red Blend,California
2405,13.1,"Umpqua Valley, Southern Oregon, Oregon, US",Red,87,34.0,"This offers tart black cherry, with a streak of cola and a strong impression of brown sugar. The earthy, chewy tannins kick in on the palate and take over the finish. It's big enough for barbecue, though not particularly subtle.",Reustle 2015 Pishon Bloc Pinot Noir (Umpqua Valley),Reustle,2015.0,Pinot Noir,Oregon
2406,14.8,"California, California Other, California, US",White,87,16.0,"This full-bodied wine matches fruitiness with oakiness in equal measure, wrapping luscious pear-syrup flavors in a blanket of butter and vanilla.",River Road 2016 Double Oaked Chardonnay (California),River Road,2016.0,Chardonnay,California
2407,14.0,"Paso Robles, Central Coast, California, US",Red,87,36.0,"Extremely rich aromas of prune and spice cake show on the very extracted nose of this bottling. Thick and gooey flavors of black-currant and blueberry syrup arise on the sip, but there is decent acidity to cut through the ripeness. The finish is laced with vanilla and caramel.",Rockin' R Winery 2012 Jammin Zinfandel (Paso Robles),Rockin' R Winery,2012.0,Zinfandel,California
2408,13.0,"Willamette Valley, Willamette Valley, Oregon, US",Rose,87,15.0,"There's much to enjoy here—a mix of watermelon, tart berry and highlights of white pepper. The wine turns just slightly sour through the finish, but should be delightful when chilled down for a hot weather picnic.",The Great Oregon Wine Company 2017 Rose City Rosé (Willamette Valley),The Great Oregon Wine Company,2017.0,Rosé,Oregon
2409,12.0,"Shenandoah Valley, Virginia, US",Red,87,32.0,"Gamy tones ride over a wealth of blackberry, black currant, fig and lavender on the nose of this wine. The fruit is hard to find on the palate, obscured by charred oak. Well-balanced acidity and a firm tannic structure last through the finish.",The Williamsburg Winery 2016 Limited Release Petit Verdot (Shenandoah Valley),The Williamsburg Winery,2016.0,Petit Verdot,
2410,11.0,"Virginia, Virginia, US",Dessert,87,29.0,"White tea, wintergreen, white peach and grass are pronounced on the nose and find themselves on the palate. This offers bright acidity but lacks concentration, with a short finish.",The Williamsburg Winery 2017 Petite Fleur White (Virginia),The Williamsburg Winery,2017.0,White Blend,
2411,13.1,"Virginia, Virginia, US",White,87,28.0,"Soft aromas of grilled peach, marzipan, ginger and acacia are pleasant on the nose and come through on the palate. Ginger and oak spice are major players for the flavors, carried by a creamy, plush feel.",The Williamsburg Winery 2017 Wessex Hundred Viognier (Virginia),The Williamsburg Winery,2017.0,Viognier,
2412,14.9,Watermill,Red,87,35.0,"The aromas bring appeal, with notes of flower, green herb, fresh tobacco, green herb, vanilla and cherry. The palate mixes fruit and barrel, with cherry flavors intermingled with sweet barrel and baking-spice accents. The concentration seems a bit light.",Watermill 2016 Cabernet Franc (Walla Walla Valley (OR)),Watermill,2016.0,Cabernet Franc,
